GeneID	RNA.WT1	RNA.WT2	RNA.KO1	RNA.KO2	RPF.WT1	RPF.WT2	RPF.KO1	RPF.KO2
ENSMUSG00000011114	225	265	265	333	27	27	4	11
ENSMUSG00000011118	98	101	101	88	16	12	37	38
ENSMUSG00000011148	45	29	35	21	2	8	2	0
ENSMUSG00000011154	60	109	87	140	24	31	9	14
ENSMUSG00000011158	81	70	72	70	7	18	12	16
ENSMUSG00000011171	65	76	36	35	12	4	12	4
ENSMUSG00000011179	152	246	153	151	22	16	33	26
ENSMUSG00000011254	124	279	273	357	36	18	37	53
ENSMUSG00000011256	68	93	66	68	13	6	11	9
ENSMUSG00000011257	97	103	129	124	14	12	20	23
ENSMUSG00000011263	180	96	138	106	23	30	12	25
ENSMUSG00000011267	39	61	52	64	4	7	9	1
ENSMUSG00000011305	218	193	148	148	22	32	24	16
ENSMUSG00000011306	298	298	526	536	40	41	91	99
ENSMUSG00000011349	360	399	339	258	83	117	86	58
ENSMUSG00000011350	203	392	463	459	27	35	62	38
ENSMUSG00000011382	282	198	263	251	25	32	24	20
ENSMUSG00000011427	477	433	490	463	36	20	17	32
ENSMUSG00000011463	147	128	224	176	18	32	47	18
ENSMUSG00000011486	111	139	56	141	2	15	1	5
ENSMUSG00000011589	186	250	117	156	66	47	108	37
ENSMUSG00000011632	33	35	73	57	8	3	2	5
ENSMUSG00000011658	28	24	18	12	9	6	0	5
ENSMUSG00000011751	12	23	18	8	2	0	3	2
ENSMUSG00000011752	52	37	53	65	4	5	10	6
ENSMUSG00000011831	45	54	54	43	2	6	9	11
ENSMUSG00000011832	39	86	82	28	11	14	20	34
ENSMUSG00000011837	180	320	730	880	27	33	100	40
ENSMUSG00000011877	110	135	53	116	5	10	6	10
ENSMUSG00000011884	1411	1474	977	1808	174	250	405	429
ENSMUSG00000011958	340	304	422	370	35	26	26	49
ENSMUSG00000011960	378	403	487	356	26	29	27	16
ENSMUSG00000012017	48	72	134	131	3	12	11	4
ENSMUSG00000012042	36	93	64	37	16	8	9	9
ENSMUSG00000012076	955	954	649	824	40	48	42	49
ENSMUSG00000012114	25	52	34	38	8	12	12	6
ENSMUSG00000012117	74	25	47	53	5	2	7	12
ENSMUSG00000012123	62	33	72	53	11	9	11	0
ENSMUSG00000012126	29	20	13	11	2	3	4	3
ENSMUSG00000012187	216	296	117	111	42	22	16	27
ENSMUSG00000012211	34	64	32	81	2	3	5	5
ENSMUSG00000012282	151	138	195	84	12	15	16	26
ENSMUSG00000012296	26	48	18	26	2	0	3	7
ENSMUSG00000012350	89	138	274	213	62	50	48	65
ENSMUSG00000012396	379	312	269	126	44	35	56	65
ENSMUSG00000012405	69	71	84	58	7	6	3	6
ENSMUSG00000012422	14	34	18	17	6	1	6	3
ENSMUSG00000012428	25	23	10	34	0	2	4	2
ENSMUSG00000012429	58	60	121	124	8	7	7	3
ENSMUSG00000012443	75	114	102	35	11	9	6	2
ENSMUSG00000012483	44	38	28	30	1	3	5	5
ENSMUSG00000012519	71	56	112	85	5	5	7	3
ENSMUSG00000012520	35	23	23	44	4	3	4	1
ENSMUSG00000012535	514	294	714	463	25	42	69	73
ENSMUSG00000012609	40	103	99	110	17	12	12	10
ENSMUSG00000012640	293	186	284	256	33	43	50	53
ENSMUSG00000012705	143	93	114	45	18	10	17	9
ENSMUSG00000012777	56	50	124	93	6	3	6	8
ENSMUSG00000012819	7	7	8	4	0	1	1	0
ENSMUSG00000012848	43	89	77	80	6	8	3	7
ENSMUSG00000012889	382	135	486	243	14	37	20	29
ENSMUSG00000013033	52	35	14	15	0	5	2	3
ENSMUSG00000013076	55	67	36	74	7	9	5	3
ENSMUSG00000013083	59	174	49	126	2	9	3	3
ENSMUSG00000013089	54	80	86	140	18	24	10	18
ENSMUSG00000013091	108	81	105	75	8	13	12	11
ENSMUSG00000013150	50	42	30	55	5	9	6	6
ENSMUSG00000013155	75	163	106	206	28	28	22	29
ENSMUSG00000013158	1143	2843	2222	1371	272	210	332	353
ENSMUSG00000013160	4	7	5	8	1	0	1	0
ENSMUSG00000013236	306	247	295	253	26	27	13	12
ENSMUSG00000013275	295	273	225	416	27	18	11	19
ENSMUSG00000013338	46	63	43	41	7	1	2	2
ENSMUSG00000013353	166	139	94	210	9	12	8	15
ENSMUSG00000013367	327	448	411	238	27	27	49	31
ENSMUSG00000013415	94	138	92	76	10	18	26	31
ENSMUSG00000013418	225	377	251	324	32	20	19	26
ENSMUSG00000013419	89	64	140	86	11	5	10	25
ENSMUSG00000013465	660	778	1495	554	274	265	279	136
ENSMUSG00000013483	149	102	193	140	15	21	11	34
ENSMUSG00000013495	332	185	322	145	71	53	103	74
ENSMUSG00000013523	218	131	185	104	43	36	33	32
ENSMUSG00000013539	171	236	73	105	9	16	4	9
ENSMUSG00000013562	96	165	140	159	35	15	25	21
ENSMUSG00000013584	640	446	343	440	27	69	21	22
ENSMUSG00000013593	125	57	72	80	5	8	4	7
ENSMUSG00000013611	100	111	52	99	17	7	9	2
ENSMUSG00000013622	59	78	40	35	0	6	2	5
ENSMUSG00000013629	87	131	130	85	1	7	3	4
ENSMUSG00000013643	150	129	70	100	17	7	7	14
ENSMUSG00000013646	85	75	81	93	19	10	12	26
ENSMUSG00000013653	73	108	30	19	3	9	5	4
ENSMUSG00000013662	314	330	194	131	55	45	46	26
ENSMUSG00000013663	77	38	237	293	10	9	19	35
ENSMUSG00000013668	112	95	80	111	10	10	7	13
ENSMUSG00000013698	11	22	25	32	6	6	3	3
ENSMUSG00000013701	215	118	155	73	17	17	12	9
ENSMUSG00000013707	21	41	26	16	3	8	4	7
ENSMUSG00000013736	76	61	89	23	15	19	8	7
ENSMUSG00000013766	459	244	418	290	189	127	210	119
ENSMUSG00000013787	57	101	204	154	10	13	9	10
ENSMUSG00000013822	116	132	68	257	15	14	16	11
ENSMUSG00000013833	35	55	62	69	6	9	10	3
ENSMUSG00000013846	993	1092	855	566	90	76	40	84
ENSMUSG00000013858	29	48	27	18	11	5	2	4
ENSMUSG00000013878	12	7	12	7	0	5	1	1
ENSMUSG00000013921	352	388	289	466	47	41	21	21
ENSMUSG00000013928	201	275	409	358	29	33	86	76
ENSMUSG00000013936	74	66	43	68	10	25	12	5
ENSMUSG00000013973	60	40	28	94	12	7	6	5
ENSMUSG00000013974	14	8	16	10	3	3	2	1
ENSMUSG00000013997	113	89	112	102	17	26	19	23
ENSMUSG00000014030	62	47	91	89	9	15	24	26
ENSMUSG00000014039	72	113	180	107	8	5	11	18
ENSMUSG00000014074	46	73	31	29	7	10	5	6
ENSMUSG00000014075	301	364	554	508	81	71	57	89
ENSMUSG00000014077	434	295	292	293	60	95	73	42
ENSMUSG00000014104	198	285	474	431	12	25	23	13
ENSMUSG00000014158	200	162	241	195	25	39	43	58
ENSMUSG00000014164	209	172	211	146	8	5	18	4
ENSMUSG00000014177	319	290	303	394	35	25	37	23
ENSMUSG00000014195	116	74	263	280	5	3	8	15
ENSMUSG00000014198	49	28	69	53	5	2	4	8
ENSMUSG00000014226	368	260	345	441	23	39	23	22
ENSMUSG00000014232	157	241	152	208	27	24	28	16
ENSMUSG00000014243	202	459	354	196	55	41	39	44
ENSMUSG00000014245	983	1306	662	889	64	156	123	127
ENSMUSG00000014294	247	166	171	222	30	14	11	13
ENSMUSG00000014301	109	108	57	71	16	5	4	0
ENSMUSG00000014303	18	4	17	11	1	0	0	0
ENSMUSG00000014313	116	120	64	133	42	35	65	52
ENSMUSG00000014329	77	62	83	39	8	7	7	6
ENSMUSG00000014349	84	40	186	190	2	4	8	5
ENSMUSG00000014351	45	52	100	47	18	9	18	16
ENSMUSG00000014353	117	169	290	166	20	15	10	9
ENSMUSG00000014355	3318	2937	3795	4087	252	179	199	379
ENSMUSG00000014361	238	365	307	471	80	96	89	76
ENSMUSG00000014402	152	135	135	120	16	9	26	22
ENSMUSG00000014418	942	752	657	598	228	104	496	275
ENSMUSG00000014426	114	89	93	113	22	15	21	13
ENSMUSG00000014444	12	13	67	44	1	0	3	3
ENSMUSG00000014453	52	56	68	75	9	7	4	8
ENSMUSG00000014470	335	725	716	507	100	85	114	96
ENSMUSG00000014496	187	145	137	88	44	38	12	9
ENSMUSG00000014498	511	101	497	383	60	60	22	41
ENSMUSG00000014503	20	15	13	11	1	1	1	9
ENSMUSG00000014504	29	11	22	30	8	8	1	2
ENSMUSG00000014529	390	347	450	534	120	79	131	71
ENSMUSG00000014542	1582	842	779	996	68	41	92	66
ENSMUSG00000014543	190	90	85	190	23	18	40	29
ENSMUSG00000014547	28	32	93	102	1	2	4	5
ENSMUSG00000014550	2717	2006	2262	1232	187	240	199	286
ENSMUSG00000014551	41	45	20	47	1	1	1	1
ENSMUSG00000014554	589	386	855	437	19	37	37	29
ENSMUSG00000014592	13	18	12	29	4	1	3	5
ENSMUSG00000014599	218	236	227	199	18	8	8	7
ENSMUSG00000014601	76	186	167	248	14	12	9	9
ENSMUSG00000014602	49	33	56	45	6	3	7	3
ENSMUSG00000014603	48	34	49	42	3	4	8	5
ENSMUSG00000014606	942	531	845	690	93	112	133	69
ENSMUSG00000014609	62	138	68	57	9	7	13	7
ENSMUSG00000014633	84	74	125	100	37	15	11	18
ENSMUSG00000014668	145	111	209	114	16	17	14	12
ENSMUSG00000014686	204	134	338	214	23	28	44	37
ENSMUSG00000014704	15	54	15	9	0	2	4	0
ENSMUSG00000014725	59	44	25	48	9	8	3	4
ENSMUSG00000014747	30	13	17	24	4	4	4	3
ENSMUSG00000014748	43	82	80	57	2	4	3	2
ENSMUSG00000014763	28	27	31	18	14	10	5	2
ENSMUSG00000014767	31	44	48	32	13	10	11	9
ENSMUSG00000014769	183	174	175	149	4	8	6	3
ENSMUSG00000014771	114	235	100	138	38	36	24	21
ENSMUSG00000014773	61	25	30	17	0	1	1	2
ENSMUSG00000014776	45	89	28	37	14	7	12	10
ENSMUSG00000014778	228	232	235	234	44	40	60	95
ENSMUSG00000014782	132	104	108	106	25	24	15	19
ENSMUSG00000014786	145	232	196	229	32	29	27	51
ENSMUSG00000014791	30	24	23	11	4	2	1	2
ENSMUSG00000014813	35	36	30	29	9	5	4	2
ENSMUSG00000014837	141	72	167	90	16	15	22	30
ENSMUSG00000014846	18	22	56	40	9	10	8	7
ENSMUSG00000014850	281	392	273	233	11	13	35	16
ENSMUSG00000014852	359	135	117	168	20	21	63	67
ENSMUSG00000014856	141	110	72	68	16	6	10	9
ENSMUSG00000014859	99	186	102	119	19	22	21	8
ENSMUSG00000014867	351	367	439	434	42	63	28	27
ENSMUSG00000014873	70	52	50	52	12	14	9	19
ENSMUSG00000014905	48	69	31	49	0	5	4	4
ENSMUSG00000014907	105	106	126	94	11	7	19	31
ENSMUSG00000014932	64	74	66	63	7	4	7	4
ENSMUSG00000014956	38	38	49	34	2	7	7	5
ENSMUSG00000014959	125	55	60	76	5	5	4	10
ENSMUSG00000014980	170	108	210	158	10	9	34	82
ENSMUSG00000015001	38	32	21	37	10	2	1	4
ENSMUSG00000015002	68	99	116	90	17	28	18	19
ENSMUSG00000015013	315	253	325	303	70	13	28	11
ENSMUSG00000015016	108	125	86	62	12	8	16	10
ENSMUSG00000015023	620	436	494	449	73	48	100	66
ENSMUSG00000015027	79	131	63	65	28	39	7	9
ENSMUSG00000015053	134	115	136	107	26	19	17	24
ENSMUSG00000015083	27	55	16	13	2	7	9	9
ENSMUSG00000015085	42	64	51	65	9	2	3	5
ENSMUSG00000015087	122	118	145	116	27	27	24	14
ENSMUSG00000015090	563	424	1670	871	36	41	103	107
ENSMUSG00000015092	19	21	32	17	4	3	5	1
ENSMUSG00000015093	121	119	155	60	8	8	29	20
ENSMUSG00000015094	232	281	266	295	34	27	49	30
ENSMUSG00000015095	91	90	130	112	6	4	13	7
ENSMUSG00000015112	191	180	220	346	11	6	10	10
ENSMUSG00000015120	478	434	114	155	97	63	56	26
ENSMUSG00000015126	27	35	44	68	15	5	8	11
ENSMUSG00000015127	66	137	185	142	8	2	2	10
ENSMUSG00000015133	76	35	45	95	9	18	10	13
ENSMUSG00000015134	153	180	248	214	14	10	38	26
ENSMUSG00000015143	1916	930	435	278	91	74	29	28
ENSMUSG00000015149	19	22	11	17	6	2	3	6
ENSMUSG00000015165	41	67	40	52	9	2	4	7
ENSMUSG00000015176	175	299	140	192	12	13	11	15
ENSMUSG00000015189	629	799	365	372	43	67	54	61
ENSMUSG00000015202	725	255	311	273	134	118	139	122
ENSMUSG00000015214	61	82	76	139	4	8	12	6
ENSMUSG00000015217	46	47	48	75	8	12	7	14
ENSMUSG00000015222	282	452	297	396	31	55	47	43
ENSMUSG00000015224	359	385	220	340	28	37	33	38
ENSMUSG00000015242	123	107	175	183	7	8	16	6
ENSMUSG00000015243	190	118	78	133	45	36	23	23
ENSMUSG00000015247	371	623	465	639	51	56	92	49
ENSMUSG00000015289	172	158	151	116	13	39	17	12
ENSMUSG00000015290	82	38	17	47	9	9	4	8
ENSMUSG00000015291	94	170	122	256	12	13	15	12
ENSMUSG00000015305	98	83	104	196	3	9	10	9
ENSMUSG00000015312	24	13	37	31	0	1	2	5
ENSMUSG00000015314	429	343	272	253	103	65	26	22
ENSMUSG00000015316	329	455	268	281	45	42	10	27
ENSMUSG00000015335	63	36	56	23	6	8	5	6
ENSMUSG00000015337	128	247	416	436	41	33	73	33
ENSMUSG00000015340	118	115	118	72	5	8	22	27
ENSMUSG00000015341	118	124	357	518	10	12	69	69
ENSMUSG00000015342	583	499	639	582	88	119	81	196
ENSMUSG00000015354	137	207	290	224	32	19	11	30
ENSMUSG00000015355	160	88	90	190	14	13	6	8
ENSMUSG00000015357	125	144	160	190	22	25	29	28
ENSMUSG00000015363	45	49	64	99	22	16	25	40
ENSMUSG00000015365	236	186	345	327	16	11	20	8
ENSMUSG00000015377	42	65	196	170	6	4	19	19
ENSMUSG00000015396	55	57	52	69	8	2	5	8
ENSMUSG00000015401	813	770	700	339	125	86	110	119
ENSMUSG00000015405	182	148	182	124	14	14	7	15
ENSMUSG00000015437	80	87	173	287	13	14	49	53
ENSMUSG00000015441	673	644	445	505	191	200	333	154
ENSMUSG00000015443	841	1105	1617	2026	104	74	204	241
ENSMUSG00000015451	149	207	194	116	14	25	13	8
ENSMUSG00000015452	319	676	1038	999	40	32	115	59
ENSMUSG00000015461	62	103	82	169	21	27	22	9
ENSMUSG00000015467	66	52	28	46	5	2	5	1
ENSMUSG00000015468	79	125	365	308	19	24	31	15
ENSMUSG00000015474	28	27	15	25	0	1	3	3
ENSMUSG00000015476	30	45	30	46	1	2	0	0
ENSMUSG00000015478	30	45	31	46	2	2	6	6
ENSMUSG00000015484	530	405	200	205	109	83	26	27
ENSMUSG00000015488	68	55	72	63	8	8	6	6
ENSMUSG00000015501	31	33	58	60	3	2	6	4
ENSMUSG00000015519	29	25	28	14	4	3	2	5
ENSMUSG00000015522	19	20	37	41	3	2	2	1
ENSMUSG00000015533	50	45	35	41	7	9	4	9
ENSMUSG00000015536	172	237	123	203	17	13	8	12
ENSMUSG00000015542	94	107	141	247	6	6	8	16
ENSMUSG00000015568	134	97	137	133	14	28	17	23
ENSMUSG00000015575	113	85	139	169	7	6	15	11
ENSMUSG00000015579	25	33	75	33	9	9	12	25
ENSMUSG00000015597	171	391	501	264	60	38	61	35
ENSMUSG00000015599	37	38	50	32	3	3	1	1
ENSMUSG00000015605	53	64	54	92	18	9	17	28
ENSMUSG00000015619	47	44	84	67	7	7	9	9
ENSMUSG00000015627	320	518	372	201	90	53	162	179
ENSMUSG00000015647	143	82	38	83	8	6	5	9
ENSMUSG00000015652	59	86	65	68	13	20	9	10
ENSMUSG00000015653	186	141	193	228	18	14	7	9
ENSMUSG00000015656	296	179	147	156	20	24	13	23
ENSMUSG00000015659	281	543	420	515	62	77	99	116
ENSMUSG00000015665	97	92	69	42	15	5	13	6
ENSMUSG00000015668	39	56	36	55	8	2	5	5
ENSMUSG00000015671	27	32	28	14	3	3	3	1
ENSMUSG00000015672	175	210	169	208	10	9	4	5
ENSMUSG00000015697	56	42	45	68	10	9	11	8
ENSMUSG00000015702	136	217	80	82	22	53	12	12
ENSMUSG00000015709	158	167	177	135	7	20	21	39
ENSMUSG00000015711	81	53	71	62	6	9	16	5
ENSMUSG00000015714	23	47	22	36	4	7	1	0
ENSMUSG00000015721	78	45	23	26	6	8	2	7
ENSMUSG00000015733	117	55	68	39	19	10	18	13
ENSMUSG00000015745	136	146	90	76	14	10	11	11
ENSMUSG00000015747	287	536	651	389	100	112	67	98
ENSMUSG00000015748	57	33	71	39	15	18	10	10
ENSMUSG00000015749	57	69	34	29	5	3	6	5
ENSMUSG00000015750	89	102	63	52	23	9	52	92
ENSMUSG00000015755	134	153	115	97	10	11	11	11
ENSMUSG00000015757	289	269	259	462	14	24	18	21
ENSMUSG00000015759	13	11	18	7	2	1	2	1
ENSMUSG00000015766	38	47	71	31	3	2	1	3
ENSMUSG00000015776	324	393	276	395	33	44	37	21
ENSMUSG00000015787	319	379	459	326	26	46	50	28
ENSMUSG00000015790	44	151	181	96	6	20	15	21
ENSMUSG00000015804	76	105	59	124	12	4	1	5
ENSMUSG00000015806	434	360	339	184	36	36	33	24
ENSMUSG00000015812	43	60	38	47	13	10	13	8
ENSMUSG00000015829	139	118	171	125	7	19	8	13
ENSMUSG00000015837	33	60	103	85	14	10	12	12
ENSMUSG00000015839	88	181	45	60	7	14	7	6
ENSMUSG00000015843	31	56	36	28	0	5	5	1
ENSMUSG00000015846	214	173	331	164	24	20	22	24
ENSMUSG00000015850	89	91	97	90	7	2	6	20
ENSMUSG00000015852	181	221	445	436	25	25	106	68
ENSMUSG00000015854	377	870	545	648	173	122	36	68
ENSMUSG00000015869	568	797	800	540	86	63	51	73
ENSMUSG00000015879	61	57	44	39	8	4	9	4
ENSMUSG00000015880	114	229	143	180	17	20	16	11
ENSMUSG00000015882	76	86	30	60	16	30	22	19
ENSMUSG00000015889	66	105	106	91	5	1	18	11
ENSMUSG00000015890	43	53	58	56	9	2	6	5
ENSMUSG00000015932	1185	1192	1568	1339	269	223	432	174
ENSMUSG00000015937	360	226	677	406	30	54	42	29
ENSMUSG00000015942	47	34	47	43	3	5	0	1
ENSMUSG00000015943	190	144	94	126	10	14	7	8
ENSMUSG00000015944	178	240	152	174	36	30	27	15
ENSMUSG00000015947	195	196	148	175	6	5	17	10
ENSMUSG00000015950	195	326	254	165	33	32	26	20
ENSMUSG00000015957	1000	1608	1917	790	106	155	200	153
ENSMUSG00000015961	207	145	441	322	7	14	27	28
ENSMUSG00000015962	40	17	19	14	15	13	19	22
ENSMUSG00000015966	90	78	83	66	14	16	14	20
ENSMUSG00000015968	16	13	20	7	6	8	8	9
ENSMUSG00000015970	160	181	396	518	4	11	19	21
ENSMUSG00000015971	92	117	137	84	9	14	13	6
ENSMUSG00000015980	441	231	483	641	59	24	48	52
ENSMUSG00000015981	508	682	273	376	63	59	102	92
ENSMUSG00000015994	741	905	647	456	87	139	144	211
ENSMUSG00000016018	108	182	168	243	16	18	38	30
ENSMUSG00000016024	1065	645	927	1364	107	123	130	97
ENSMUSG00000016028	824	510	568	625	75	41	29	12
ENSMUSG00000016087	61	36	52	56	9	11	10	9
ENSMUSG00000016128	110	134	45	64	14	11	0	3
ENSMUSG00000016150	233	221	124	132	18	24	16	16
ENSMUSG00000016179	56	96	65	71	5	3	2	4
ENSMUSG00000016181	67	128	234	236	9	10	29	23
ENSMUSG00000016194	53	70	63	80	12	25	31	20
ENSMUSG00000016200	264	211	333	100	9	9	12	16
ENSMUSG00000016206	129	189	154	135	33	16	25	30
ENSMUSG00000016239	394	324	352	504	51	27	16	11
ENSMUSG00000016252	93	63	105	49	8	2	6	3
ENSMUSG00000016253	531	446	212	182	28	19	23	14
ENSMUSG00000016255	82	119	133	72	31	32	23	32
ENSMUSG00000016256	61	101	111	118	2	1	2	6
ENSMUSG00000016257	50	39	62	51	5	5	5	5
ENSMUSG00000016262	223	229	367	449	24	31	43	27
ENSMUSG00000016283	845	1078	1630	3301	219	306	369	391
ENSMUSG00000016308	44	75	59	93	3	9	3	3
ENSMUSG00000016319	83	49	61	88	31	14	10	15
ENSMUSG00000016327	162	113	68	89	20	11	10	4
ENSMUSG00000016344	119	101	157	153	9	8	10	7
ENSMUSG00000016346	392	579	444	624	92	75	73	91
ENSMUSG00000016349	48	32	51	36	2	3	6	7
ENSMUSG00000016356	98	221	172	276	12	10	8	9
ENSMUSG00000016382	84	86	62	58	16	7	13	5
ENSMUSG00000016386	79	108	20	59	11	26	18	10
ENSMUSG00000016409	115	149	62	54	12	9	8	8
ENSMUSG00000016427	241	191	204	176	15	14	29	25
ENSMUSG00000016458	69	81	66	93	8	13	2	7
ENSMUSG00000016477	405	322	177	417	19	14	7	3
ENSMUSG00000016481	246	189	249	145	42	57	35	27
ENSMUSG00000016487	529	383	163	275	29	44	20	18
ENSMUSG00000016493	89	108	116	93	6	6	1	8
ENSMUSG00000016494	131	97	169	102	10	16	5	6
ENSMUSG00000016495	99	109	143	182	5	8	12	5
ENSMUSG00000016496	55	63	33	68	2	1	2	4
ENSMUSG00000016498	437	419	843	246	29	35	32	38
ENSMUSG00000016503	187	130	70	86	41	47	25	23
ENSMUSG00000016510	167	60	81	135	25	15	7	12
ENSMUSG00000016520	2039	865	689	1222	121	116	104	111
ENSMUSG00000016524	164	123	202	242	18	38	14	9
ENSMUSG00000016526	196	221	153	127	12	8	7	9
ENSMUSG00000016528	55	43	75	74	5	5	4	8
ENSMUSG00000016529	35	20	46	34	1	4	1	0
ENSMUSG00000016534	47	42	19	36	7	4	0	0
ENSMUSG00000016541	104	133	117	68	13	14	26	20
ENSMUSG00000016552	294	262	186	168	29	16	5	7
ENSMUSG00000016554	62	28	45	18	0	0	0	2
ENSMUSG00000016559	81	92	70	94	28	33	12	7
ENSMUSG00000016619	160	198	109	173	34	42	29	29
ENSMUSG00000016624	24	19	4	14	0	2	2	2
ENSMUSG00000016626	86	104	92	68	36	14	19	13
ENSMUSG00000016637	92	118	182	101	14	10	0	11
ENSMUSG00000016664	63	78	47	43	14	6	8	8
ENSMUSG00000016756	129	214	120	88	20	24	14	14
ENSMUSG00000016757	84	87	71	52	12	25	19	7
ENSMUSG00000016758	135	120	90	67	19	17	42	33
ENSMUSG00000016763	40	44	48	34	3	5	1	4
ENSMUSG00000016831	83	39	44	58	5	4	7	12
ENSMUSG00000016833	43	29	103	50	9	8	15	17
ENSMUSG00000016918	318	345	495	390	78	40	53	67
ENSMUSG00000016921	408	231	701	341	37	44	33	76
ENSMUSG00000016933	82	124	86	40	4	6	3	7
ENSMUSG00000016940	136	302	138	236	27	31	44	87
ENSMUSG00000016942	164	138	143	96	15	22	8	9
ENSMUSG00000016946	95	101	45	106	6	4	7	6
ENSMUSG00000016982	193	213	154	193	27	25	33	30
ENSMUSG00000016984	380	225	429	392	34	20	27	82
ENSMUSG00000016995	120	147	422	379	10	7	18	25
ENSMUSG00000016998	22	102	63	93	15	15	20	12
ENSMUSG00000017000	60	45	54	61	3	10	0	7
ENSMUSG00000017002	39	32	98	93	16	3	4	22
ENSMUSG00000017003	616	638	1438	1233	47	48	74	133
ENSMUSG00000017004	63	118	228	189	21	15	31	27
ENSMUSG00000017007	53	81	156	71	15	6	8	1
ENSMUSG00000017009	55	46	91	23	6	3	3	9
ENSMUSG00000017049	99	57	99	202	7	5	13	13
ENSMUSG00000017057	12	21	13	6	2	6	1	2
ENSMUSG00000017064	297	364	311	298	65	39	109	70
ENSMUSG00000017119	125	77	54	47	13	9	28	15
ENSMUSG00000017132	207	318	229	243	37	32	38	43
ENSMUSG00000017144	72	84	187	128	7	3	6	11
ENSMUSG00000017146	169	154	198	179	28	55	64	62
ENSMUSG00000017165	741	902	936	812	110	155	160	169
ENSMUSG00000017167	89	70	108	90	6	7	26	31
ENSMUSG00000017176	1117	1069	801	1366	121	74	80	160
ENSMUSG00000017188	368	282	618	346	53	39	33	55
ENSMUSG00000017195	12	19	18	10	6	3	4	3
ENSMUSG00000017204	151	97	131	138	18	23	43	82
ENSMUSG00000017210	565	389	298	198	16	30	4	11
ENSMUSG00000017211	73	33	158	107	6	5	17	9
ENSMUSG00000017221	94	138	177	50	13	11	13	24
ENSMUSG00000017264	178	669	620	504	50	27	49	55
ENSMUSG00000017286	36	33	11	19	4	5	2	0
ENSMUSG00000017288	15	18	41	22	13	8	13	13
ENSMUSG00000017291	73	71	65	72	12	19	12	20
ENSMUSG00000017299	119	183	182	211	43	14	53	65
ENSMUSG00000017300	73	32	155	55	14	2	10	5
ENSMUSG00000017307	104	110	94	78	11	11	21	12
ENSMUSG00000017309	197	160	259	293	35	30	34	31
ENSMUSG00000017310	2094	1246	2120	1386	217	200	242	162
ENSMUSG00000017311	611	790	460	612	165	90	19	58
ENSMUSG00000017314	292	207	580	630	32	28	48	108
ENSMUSG00000017316	40	52	40	24	9	10	5	16
ENSMUSG00000017344	171	106	195	197	26	10	23	14
ENSMUSG00000017376	105	115	75	107	23	24	31	21
ENSMUSG00000017386	129	228	226	266	6	9	10	10
ENSMUSG00000017390	35	54	127	128	6	7	14	10
ENSMUSG00000017400	144	70	84	153	18	27	35	28
ENSMUSG00000017404	165	77	129	118	14	28	35	7
ENSMUSG00000017405	39	35	26	54	7	10	8	9
ENSMUSG00000017412	134	62	143	88	7	6	9	4
ENSMUSG00000017417	113	141	106	126	16	26	36	30
ENSMUSG00000017418	287	908	476	758	137	97	88	147
ENSMUSG00000017421	221	93	305	185	9	27	17	27
ENSMUSG00000017428	35	37	45	27	17	12	13	18
ENSMUSG00000017446	483	601	334	709	148	134	125	169
ENSMUSG00000017453	320	501	745	513	37	26	89	59
ENSMUSG00000017466	238	418	313	232	19	38	27	29
ENSMUSG00000017478	342	323	224	284	37	37	23	21
ENSMUSG00000017485	24	33	56	84	15	12	11	10
ENSMUSG00000017491	353	464	398	334	58	38	46	63
ENSMUSG00000017493	31	67	64	31	12	3	7	3
ENSMUSG00000017499	106	65	72	59	21	7	28	15
ENSMUSG00000017548	575	621	633	646	62	41	26	36
ENSMUSG00000017550	51	39	14	20	1	1	2	6
ENSMUSG00000017561	401	308	385	291	15	32	15	31
ENSMUSG00000017588	27	68	24	47	2	2	3	3
ENSMUSG00000017607	33	23	12	7	1	2	0	4
ENSMUSG00000017615	79	182	151	153	25	37	29	56
ENSMUSG00000017631	699	408	393	246	137	87	157	100
ENSMUSG00000017639	146	151	123	133	16	14	23	17
ENSMUSG00000017652	66	59	122	68	11	28	48	59
ENSMUSG00000017664	29	32	43	26	1	1	4	2
ENSMUSG00000017667	133	135	117	136	13	26	46	26
ENSMUSG00000017670	320	305	550	251	51	22	100	85
ENSMUSG00000017677	316	207	223	220	28	46	29	17
ENSMUSG00000017679	232	230	180	468	43	32	29	30
ENSMUSG00000017686	30	58	122	72	5	9	5	6
ENSMUSG00000017688	240	148	68	136	19	17	11	11
ENSMUSG00000017692	73	110	96	124	5	9	19	28
ENSMUSG00000017697	25	27	23	33	6	1	6	2
ENSMUSG00000017707	69	22	19	39	6	9	7	4
ENSMUSG00000017713	501	412	367	296	94	100	124	117
ENSMUSG00000017715	27	49	27	15	3	5	0	3
ENSMUSG00000017716	69	141	123	58	5	7	7	8
ENSMUSG00000017718	541	246	271	236	36	28	18	30
ENSMUSG00000017720	85	96	154	207	26	10	33	37
ENSMUSG00000017721	20	37	37	25	1	0	0	1
ENSMUSG00000017723	641	495	276	432	37	42	56	57
ENSMUSG00000017724	549	365	270	334	19	11	24	63
ENSMUSG00000017733	377	567	470	325	39	26	52	44
ENSMUSG00000017734	107	172	200	188	28	20	24	26
ENSMUSG00000017737	400	337	455	280	27	37	36	28
ENSMUSG00000017740	66	31	44	32	12	11	7	8
ENSMUSG00000017747	669	389	520	353	39	48	51	91
