GeneID	RNA.WT1	RNA.WT2	RNA.KO1	RNA.KO2	RPF.WT1	RPF.WT2	RPF.KO1	RPF.KO2
ENSG00000224011	0	0	0	0				
ENSG00000224012	0	0	0	0				
ENSG00000224014	0	0	0	0				
ENSG00000224015	0	0	0	0				
ENSG00000224016	0	0	1	0				
ENSG00000224017	0	0	0	0				
ENSG00000224018	0	0	0	0				
ENSG00000224019	0	0	0	0				
ENSG00000224020	0	0	0	1				
ENSG00000224023	2	2	0	1				
ENSG00000224025	0	0	0	0				
ENSG00000224027	0	0	0	0				
ENSG00000224028	0	0	0	0				
ENSG00000224029	0	0	0	0				
ENSG00000224031	0	0	2	0				
ENSG00000224032	154	155	147	200				
ENSG00000224033	0	0	0	0				
ENSG00000224034	0	0	0	2				
ENSG00000224035	0	0	0	0				
ENSG00000224038	0	0	0	0				
ENSG00000224039	0	0	0	0				
ENSG00000224040	0	0	0	0				
ENSG00000224041	0	0	0	0	0	0	0	0
ENSG00000224042	0	0	0	0				
ENSG00000224043	10	13	12	30				
ENSG00000224045	0	0	0	0				
ENSG00000224046	16	17	11	14				
ENSG00000224048	0	0	0	0				
ENSG00000224049	3	2	5	1				
ENSG00000224051	1358	1339	1100	1314	193	282	272	357
ENSG00000224054	0	0	0	0				
ENSG00000224055	0	0	0	0				
ENSG00000224057	0	4	1	4				
ENSG00000224058	0	0	0	0				
ENSG00000224059	0	0	0	0				
ENSG00000224060	0	0	0	0				
ENSG00000224061	0	0	0	0				
ENSG00000224062	0	0	0	0				
ENSG00000224063	20	23	21	24				
ENSG00000224064	0	0	0	0				
ENSG00000224065	0	0	0	0				
ENSG00000224066	2	4	3	0				
ENSG00000224067	0	2	1	4				
ENSG00000224069	0	0	0	0				
ENSG00000224070	0	0	0	0				
ENSG00000224071	0	0	0	0				
ENSG00000224072	1	1	0	4				
ENSG00000224074	0	0	0	0				
ENSG00000224075	0	0	0	0				
ENSG00000224076	0	0	0	0				
ENSG00000224077	0	1	0	0				
ENSG00000224078	955	811	930	1210				
ENSG00000224079	17	8	12	9				
ENSG00000224080	17	15	22	28				
ENSG00000224081	49	81	65	63				
ENSG00000224082	0	0	0	0				
ENSG00000224083	2	1	2	2				
ENSG00000224085	0	0	0	0				
ENSG00000224086	55	49	46	59				
ENSG00000224087	0	0	0	0				
ENSG00000224089	0	0	0	0	0	0	0	0
ENSG00000224090	0	0	0	0				
ENSG00000224091	0	0	0	0				
ENSG00000224092	0	0	0	0				
ENSG00000224093	77	67	12	19				
ENSG00000224094	2	0	2	0				
ENSG00000224095	0	0	0	0				
ENSG00000224097	1	0	0	3				
ENSG00000224099	1	0	0	0				
ENSG00000224100	0	0	1	0				
ENSG00000224101	0	0	0	0				
ENSG00000224104	0	0	0	0				
ENSG00000224106	0	0	0	0				
ENSG00000224107	0	0	0	0	0	0	0	0
ENSG00000224109	25	11	3	7	2	0	0	0
ENSG00000224110	0	0	0	0				
ENSG00000224114	0	0	0	0				
ENSG00000224116	0	0	0	0				
ENSG00000224117	0	0	0	0				
ENSG00000224121	1	0	0	1				
ENSG00000224122	0	0	0	0				
ENSG00000224124	0	0	0	0				
ENSG00000224126	21	30	72	75				
ENSG00000224127	0	0	0	0				
ENSG00000224128	0	0	0	0				
ENSG00000224129	0	0	0	0				
ENSG00000224132	0	0	0	0				
ENSG00000224134	0	0	0	0				
ENSG00000224136	0	0	0	0				
ENSG00000224137	0	0	0	0				
ENSG00000224138	3	4	0	3				
ENSG00000224141	0	2	0	2				
ENSG00000224142	0	0	1	0				
ENSG00000224144	0	0	0	0				
ENSG00000224149	0	0	0	0				
ENSG00000224151	0	0	0	0				
ENSG00000224152	14	18	8	9				
ENSG00000224153	0	0	0	2				
ENSG00000224155	0	0	0	0				
ENSG00000224157	0	0	0	2				
ENSG00000224159	0	0	0	0				
ENSG00000224160	0	0	0	0				
ENSG00000224161	0	0	0	0				
ENSG00000224162	0	0	0	0				
ENSG00000224163	0	0	0	0				
ENSG00000224164	0	2	0	0				
ENSG00000224165	4	1	4	9				
ENSG00000224166	0	0	0	0				
ENSG00000224167	0	0	0	0				
ENSG00000224169	0	0	0	0				
ENSG00000224172	0	0	0	0				
ENSG00000224173	0	0	0	0				
ENSG00000224174	0	0	0	0				
ENSG00000224177	0	0	0	0				
ENSG00000224183	0	0	1	0				
ENSG00000224184	0	0	0	0				
ENSG00000224185	0	0	0	0				
ENSG00000224186	15	17	8	12				
ENSG00000224187	1	0	0	0				
ENSG00000224188	0	0	0	0				
ENSG00000224189	83	58	42	55				
ENSG00000224190	0	0	0	0				
ENSG00000224192	0	0	0	0				
ENSG00000224194	0	0	0	0				
ENSG00000224195	2	3	9	7				
ENSG00000224203	0	0	0	0				
ENSG00000224204	0	0	0	0				
ENSG00000224205	0	0	0	0				
ENSG00000224207	0	0	0	0				
ENSG00000224208	0	0	0	0				
ENSG00000224209	6	11	15	22				
ENSG00000224210	0	0	0	0				
ENSG00000224215	0	0	0	0				
ENSG00000224216	1	0	0	0				
ENSG00000224217	0	0	0	0				
ENSG00000224218	0	0	0	0				
ENSG00000224219	0	0	0	0				
ENSG00000224220	0	0	0	0				
ENSG00000224221	7	1	5	14				
ENSG00000224222	0	0	0	0				
ENSG00000224223	0	0	0	0				
ENSG00000224224	0	0	0	0				
ENSG00000224227	0	0	0	0				
ENSG00000224228	0	0	0	0				
ENSG00000224231	0	0	0	0				
ENSG00000224232	0	0	0	0				
ENSG00000224233	0	0	0	0				
ENSG00000224236	0	0	0	0				
ENSG00000224237	0	0	0	0				
ENSG00000224238	0	1	0	0				
ENSG00000224239	0	0	0	0				
ENSG00000224240	0	0	0	0				
ENSG00000224243	0	0	0	0				
ENSG00000224244	0	0	0	0				
ENSG00000224245	0	0	1	0				
ENSG00000224247	0	0	0	0				
ENSG00000224250	0	0	0	0				
ENSG00000224251	1	1	0	4				
ENSG00000224252	0	0	0	0				
ENSG00000224254	0	0	0	0				
ENSG00000224255	0	0	0	0				
ENSG00000224256	0	0	0	0				
ENSG00000224257	0	0	0	0				
ENSG00000224259	0	1	0	0				
ENSG00000224260	0	0	0	0				
ENSG00000224261	1	1	0	5				
ENSG00000224263	0	0	0	0				
ENSG00000224265	0	0	0	0				
ENSG00000224267	0	0	0	0				
ENSG00000224269	0	0	0	0				
ENSG00000224271	26	23	21	19				
ENSG00000224272	0	0	0	0				
ENSG00000224273	1	3	3	2				
ENSG00000224274	0	0	0	0				
ENSG00000224276	0	0	0	0				
ENSG00000224277	0	0	0	0				
ENSG00000224278	0	0	0	0				
ENSG00000224279	0	0	0	0				
ENSG00000224280	1	0	0	0				
ENSG00000224281	33	18	18	26				
ENSG00000224282	0	0	0	0				
ENSG00000224286	0	0	0	0				
ENSG00000224287	4	1	6	4				
ENSG00000224288	0	0	0	0				
ENSG00000224289	0	0	0	0				
ENSG00000224291	0	0	0	0				
ENSG00000224292	7	4	6	4				
ENSG00000224294	0	0	0	0				
ENSG00000224295	0	0	0	0				
ENSG00000224296	0	0	0	0				
ENSG00000224297	0	0	0	0				
ENSG00000224299	0	0	0	0				
ENSG00000224300	0	0	0	0				
ENSG00000224301	0	0	0	0				
ENSG00000224302	0	0	0	0				
ENSG00000224307	0	1	0	0				
ENSG00000224308	0	0	0	0				
ENSG00000224309	0	0	0	0				
ENSG00000224310	0	0	0	0				
ENSG00000224311	0	0	0	0				
ENSG00000224312	3	1	0	0				
ENSG00000224314	0	0	0	0				
ENSG00000224315	0	0	0	0				
ENSG00000224316	10	3	1	3				
ENSG00000224318	0	0	0	0				
ENSG00000224321	185	210	211	224				
ENSG00000224322	0	0	0	0				
ENSG00000224323	0	0	0	0				
ENSG00000224324	0	0	0	1				
ENSG00000224326	0	0	0	0				
ENSG00000224328	0	1	0	0				
ENSG00000224329	0	0	0	0				
ENSG00000224330	0	0	0	0				
ENSG00000224331	0	0	0	0				
ENSG00000224333	0	0	0	0				
ENSG00000224334	0	0	0	0				
ENSG00000224335	0	0	0	0				
ENSG00000224336	0	0	0	0				
ENSG00000224337	0	0	0	0				
ENSG00000224338	0	0	0	0				
ENSG00000224339	0	0	0	0				
ENSG00000224340	0	0	2	0				
ENSG00000224341	0	0	0	0				
ENSG00000224342	0	0	0	0				
ENSG00000224344	0	0	0	0				
ENSG00000224346	0	0	0	0				
ENSG00000224347	0	0	0	0				
ENSG00000224348	0	0	0	0				
ENSG00000224349	0	0	0	2				
ENSG00000224351	0	0	0	0				
ENSG00000224352	0	0	0	0				
ENSG00000224353	0	0	0	0				
ENSG00000224354	0	0	0	0				
ENSG00000224356	2	4	4	3				
ENSG00000224357	0	0	0	0				
ENSG00000224358	19	4	8	8				
ENSG00000224359	0	0	0	0				
ENSG00000224361	0	0	0	0				
ENSG00000224363	0	0	0	0				
ENSG00000224365	0	0	0	0				
ENSG00000224366	0	0	0	0				
ENSG00000224367	0	0	0	0				
ENSG00000224368	0	0	0	0				
ENSG00000224370	0	0	0	0				
ENSG00000224371	0	0	0	0				
ENSG00000224372	0	0	0	0				
ENSG00000224373	0	0	0	0	0	0	0	0
ENSG00000224374	0	0	0	0				
ENSG00000224375	0	0	0	0				
ENSG00000224376	0	0	0	2				
ENSG00000224382	0	0	0	0				
ENSG00000224383	1	0	0	6	4	1	0	0
ENSG00000224384	0	0	0	0				
ENSG00000224387	0	0	0	0				
ENSG00000224388	0	0	0	0				
ENSG00000224389	0	1	3	2	0	0	0	0
ENSG00000224391	0	0	0	0				
ENSG00000224394	0	0	0	0				
ENSG00000224396	0	0	0	0				
ENSG00000224397	0	0	0	0				
ENSG00000224400	0	0	0	0				
ENSG00000224401	2	0	3	0				
ENSG00000224402	0	0	0	0				
ENSG00000224403	0	0	0	0				
ENSG00000224404	0	0	0	0				
ENSG00000224405	0	0	0	0				
ENSG00000224406	0	0	0	0				
ENSG00000224407	0	0	0	0				
ENSG00000224408	0	0	0	0				
ENSG00000224409	0	0	0	0				
ENSG00000224410	0	0	0	0				
ENSG00000224411	5	5	5	7				
ENSG00000224412	0	1	0	0				
ENSG00000224413	0	0	0	0				
ENSG00000224414	0	0	0	0				
ENSG00000224415	1	0	0	2				
ENSG00000224416	0	0	0	0				
ENSG00000224417	106	110	142	134				
ENSG00000224418	12	21	1	5				
ENSG00000224419	0	0	1	0				
ENSG00000224420	53	59	41	37	0	2	0	0
ENSG00000224421	1	0	0	1				
ENSG00000224424	34	36	31	31				
ENSG00000224425	0	0	0	0				
ENSG00000224426	1	0	0	0				
ENSG00000224427	0	0	0	0				
ENSG00000224429	18	9	8	13				
ENSG00000224430	0	0	0	0				
ENSG00000224431	9	2	3	2				
ENSG00000224435	0	0	0	0				
ENSG00000224436	0	0	0	0				
ENSG00000224437	1	1	0	0				
ENSG00000224438	0	0	0	0				
ENSG00000224439	0	0	0	0				
ENSG00000224440	0	0	0	0	0	0	0	0
ENSG00000224442	0	0	0	0				
ENSG00000224443	0	0	0	0				
ENSG00000224445	0	0	0	0				
ENSG00000224447	0	0	0	0				
ENSG00000224448	0	0	0	0				
ENSG00000224451	0	0	0	0				
ENSG00000224452	8	5	3	3				
ENSG00000224458	0	0	0	0				
ENSG00000224459	0	0	0	0				
ENSG00000224462	0	0	0	0				
ENSG00000224463	0	0	0	0				
ENSG00000224464	0	0	0	0				
ENSG00000224465	0	0	0	0				
ENSG00000224466	0	1	0	0				
ENSG00000224467	0	0	0	0				
ENSG00000224468	2	6	0	7				
ENSG00000224469	0	0	0	0				
ENSG00000224470	2036	1981	2051	2197	23	34	18	39
ENSG00000224471	0	0	0	0				
ENSG00000224473	0	0	0	0				
ENSG00000224475	0	0	0	0				
ENSG00000224476	0	0	0	0				
ENSG00000224477	0	0	0	0				
ENSG00000224478	0	0	0	0				
ENSG00000224479	0	0	0	0				
ENSG00000224481	0	0	0	0				
ENSG00000224482	0	0	0	0				
ENSG00000224484	0	0	0	0				
ENSG00000224485	0	0	0	0				
ENSG00000224486	0	0	0	0				
ENSG00000224488	0	0	2	0				
ENSG00000224490	0	1	0	5				
ENSG00000224493	0	0	0	0				
ENSG00000224494	0	0	0	0				
ENSG00000224497	0	0	0	0				
ENSG00000224498	0	0	0	0				
ENSG00000224500	0	0	0	0				
ENSG00000224504	0	0	0	0				
ENSG00000224505	1	0	1	0				
ENSG00000224506	0	0	0	0				
ENSG00000224509	1	0	0	0				
ENSG00000224510	0	0	0	0				
ENSG00000224511	1	0	0	0				
ENSG00000224513	0	0	0	0				
ENSG00000224514	0	0	0	0				
ENSG00000224515	0	0	0	0				
ENSG00000224516	0	0	0	0				
ENSG00000224517	0	0	0	0				
ENSG00000224518	0	0	0	0				
ENSG00000224519	0	0	0	0				
ENSG00000224520	5	5	2	3				
ENSG00000224521	0	0	0	0				
ENSG00000224523	0	0	0	0				
ENSG00000224524	0	0	0	0				
ENSG00000224525	0	0	0	0				
ENSG00000224529	0	0	0	0				
ENSG00000224530	0	0	0	0				
ENSG00000224531	892	932	821	1149	71	122	50	86
ENSG00000224532	0	0	0	0				
ENSG00000224533	2	0	0	2				
ENSG00000224535	0	0	0	0				
ENSG00000224536	3	4	5	6				
ENSG00000224537	0	0	0	0				
ENSG00000224539	0	0	0	0				
ENSG00000224540	0	0	0	0				
ENSG00000224541	0	0	0	1				
ENSG00000224543	16	15	12	5				
ENSG00000224545	0	0	0	0				
ENSG00000224546	31	18	26	21				
ENSG00000224547	0	0	0	0				
ENSG00000224548	1	0	0	0				
ENSG00000224549	0	0	0	0				
ENSG00000224550	2	2	1	0				
ENSG00000224551	1	0	0	0				
ENSG00000224553	0	0	0	0				
ENSG00000224555	2	0	0	0				
ENSG00000224556	0	0	0	0				
ENSG00000224557	0	0	0	0				
ENSG00000224559	7	5	18	25				
ENSG00000224560	0	0	0	0				
ENSG00000224563	0	0	0	0				
ENSG00000224565	0	0	0	1				
ENSG00000224566	1	0	0	1				
ENSG00000224567	0	0	0	0				
ENSG00000224568	0	0	0	0				
ENSG00000224569	0	0	0	0				
ENSG00000224570	0	3	0	2				
ENSG00000224571	0	0	0	0				
ENSG00000224573	0	0	0	0				
ENSG00000224574	1	0	1	0				
ENSG00000224577	0	0	0	0				
ENSG00000224578	72	69	76	90	0	1	1	4
ENSG00000224579	0	0	1	1				
ENSG00000224582	0	0	0	0				
ENSG00000224583	0	0	0	0				
ENSG00000224584	0	0	1	0				
ENSG00000224585	0	0	0	0				
ENSG00000224586	0	0	0	0	0	0	1	0
ENSG00000224589	0	0	0	0				
ENSG00000224590	0	0	0	0				
ENSG00000224592	0	0	0	0				
ENSG00000224593	0	0	0	0				
ENSG00000224594	0	0	0	0				
ENSG00000224595	0	0	0	0				
ENSG00000224596	5	2	6	2				
ENSG00000224597	355	375	350	407				
ENSG00000224598	0	0	0	0				
ENSG00000224599	1	0	0	1				
ENSG00000224600	0	0	0	0				
ENSG00000224602	0	0	0	0				
ENSG00000224603	0	0	0	0				
ENSG00000224604	0	0	0	0				
ENSG00000224605	0	0	0	0				
ENSG00000224606	0	0	0	0				
ENSG00000224607	0	0	0	0				
ENSG00000224609	17	10	5	4				
ENSG00000224610	0	0	0	0				
ENSG00000224611	0	0	0	0				
ENSG00000224612	0	0	0	0				
ENSG00000224613	0	0	0	0				
ENSG00000224614	10	4	5	7				
ENSG00000224616	15	14	27	18				
ENSG00000224617	0	0	0	0				
ENSG00000224618	1	1	0	2				
ENSG00000224620	0	0	0	0				
ENSG00000224621	3	8	11	4				
ENSG00000224622	0	0	0	0				
ENSG00000224625	0	0	0	0				
ENSG00000224626	0	0	0	0				
ENSG00000224627	0	0	0	0				
ENSG00000224628	0	0	0	0				
ENSG00000224629	5	4	7	7				
ENSG00000224630	0	0	0	0				
ENSG00000224631	63	45	34	45				
ENSG00000224632	0	0	0	0				
ENSG00000224634	0	0	0	0				
ENSG00000224635	34	41	34	40				
ENSG00000224637	0	0	0	0				
ENSG00000224640	0	0	0	0				
ENSG00000224643	0	0	0	0				
ENSG00000224644	0	0	0	0				
ENSG00000224645	0	0	0	0				
ENSG00000224646	0	0	0	0				
ENSG00000224647	0	1	0	1				
ENSG00000224648	0	0	0	0				
ENSG00000224649	0	0	0	0				
ENSG00000224650	0	1	0	0	0	0	0	0
ENSG00000224652	0	0	0	0				
ENSG00000224653	0	0	0	0				
ENSG00000224655	0	0	0	0				
ENSG00000224656	0	0	0	0				
ENSG00000224657	0	0	0	0				
ENSG00000224658	0	0	0	0				
ENSG00000224659	0	0	0	0	0	0	0	0
ENSG00000224660	42	41	29	40				
ENSG00000224661	0	0	0	0				
ENSG00000224662	0	0	0	0				
ENSG00000224664	0	0	0	0				
ENSG00000224666	0	0	0	0				
ENSG00000224667	0	0	0	0				
ENSG00000224668	0	0	0	0				
ENSG00000224669	0	0	0	0				
ENSG00000224670	0	0	0	0				
ENSG00000224671	0	0	0	0				
ENSG00000224672	2	0	0	0				
ENSG00000224674	0	0	0	0				
ENSG00000224675	0	0	0	0				
ENSG00000224677	3	0	0	1				
ENSG00000224678	0	0	0	0				
ENSG00000224679	12	10	9	16				
ENSG00000224680	3	9	3	7				
ENSG00000224681	0	0	0	0				
ENSG00000224682	0	0	0	0				
ENSG00000224683	1	0	0	2				
ENSG00000224685	0	0	0	0				
ENSG00000224686	0	0	0	0				
ENSG00000224687	37	26	15	23				
ENSG00000224688	0	0	0	2				
ENSG00000224689	1	0	2	0				
ENSG00000224690	0	0	0	0				
ENSG00000224691	0	0	0	0				
ENSG00000224692	0	0	0	0				
ENSG00000224695	0	0	0	0				
ENSG00000224697	0	0	0	0				
ENSG00000224698	2	2	2	0				
ENSG00000224699	58	39	68	74				
ENSG00000224700	0	0	0	0				
ENSG00000224701	0	0	0	0				
ENSG00000224702	0	0	0	0				
ENSG00000224706	0	0	0	0				
ENSG00000224707	1	2	5	2				
ENSG00000224709	0	0	0	0				
ENSG00000224711	0	0	0	0				
ENSG00000224712	1	0	3	0	0	0	0	0
ENSG00000224713	0	2	0	4				
ENSG00000224714	0	0	0	0				
ENSG00000224715	0	0	0	0				
ENSG00000224717	0	0	0	0				
ENSG00000224718	0	0	0	0				
ENSG00000224719	0	0	0	0				
ENSG00000224721	0	0	0	0				
ENSG00000224722	0	0	0	0				
ENSG00000224723	0	0	0	0				
ENSG00000224725	0	0	0	1				
ENSG00000224727	0	0	0	0				
ENSG00000224728	3	1	4	5				
ENSG00000224729	0	0	0	1				
ENSG00000224730	0	0	0	0				
ENSG00000224731	0	0	0	0				
ENSG00000224732	0	0	0	0				
ENSG00000224733	0	0	0	1				
ENSG00000224735	0	0	0	0				
ENSG00000224738	23	7	19	25				
ENSG00000224739	0	0	0	0				
ENSG00000224743	0	0	0	0				
ENSG00000224745	0	0	0	0				
ENSG00000224746	2	0	0	0				
ENSG00000224747	0	0	0	0				
ENSG00000224750	0	0	0	0				
ENSG00000224751	0	0	0	0				
ENSG00000224752	0	0	0	0				
ENSG00000224755	0	0	0	0				
ENSG00000224758	0	0	0	0				
ENSG00000224760	0	0	0	0				
ENSG00000224761	0	0	0	0				
ENSG00000224762	0	0	0	0				
ENSG00000224763	0	0	0	2				
ENSG00000224764	0	0	0	0				
ENSG00000224765	0	0	0	0				
ENSG00000224769	2	0	0	0				
ENSG00000224771	0	0	0	0				
ENSG00000224773	1	0	3	2				
ENSG00000224775	0	0	0	0				
ENSG00000224776	0	0	0	0				
ENSG00000224777	0	0	0	0				
ENSG00000224778	5	1	0	1				
ENSG00000224781	0	0	0	0				
ENSG00000224783	0	0	0	0				
ENSG00000224784	0	0	0	0				
ENSG00000224785	0	0	0	0				
ENSG00000224786	3	7	0	7				
ENSG00000224788	0	0	0	0				
ENSG00000224789	0	0	0	0				
ENSG00000224790	14	19	18	20				
ENSG00000224791	0	0	0	0				
ENSG00000224792	0	0	0	0				
ENSG00000224794	0	0	1	0				
ENSG00000224795	0	0	0	0				
ENSG00000224796	0	0	0	0				
ENSG00000224797	0	0	0	0				
ENSG00000224799	0	0	0	0				
ENSG00000224800	0	0	0	0				
ENSG00000224802	3	1	0	0				
ENSG00000224805	8	5	5	5				
ENSG00000224806	0	0	0	0				
ENSG00000224807	0	0	0	0				
ENSG00000224808	0	0	0	0				
ENSG00000224809	0	0	0	0				
ENSG00000224810	0	0	0	0				
ENSG00000224812	0	0	0	0				
ENSG00000224814	0	0	0	0				
ENSG00000224815	0	0	0	0				
ENSG00000224816	0	0	0	0				
ENSG00000224817	27	57	43	38				
ENSG00000224818	0	0	0	0				
ENSG00000224819	0	0	0	0				
ENSG00000224820	0	0	0	0				
ENSG00000224821	0	0	0	0				
ENSG00000224822	1	0	2	0				
ENSG00000224825	0	0	0	0				
ENSG00000224826	0	0	3	0				
ENSG00000224827	0	0	0	0				
ENSG00000224829	0	0	0	0				
ENSG00000224830	0	0	0	0				
ENSG00000224831	12	17	11	12				
ENSG00000224832	0	0	0	0				
ENSG00000224834	0	0	0	0				
ENSG00000224836	0	0	0	0				
ENSG00000224837	14	12	12	8				
ENSG00000224839	0	2	0	2				
ENSG00000224842	3	2	4	4				
ENSG00000224843	15	10	1	6				
ENSG00000224844	0	0	0	0				
ENSG00000224846	10	5	5	9				
ENSG00000224848	2	0	0	0				
ENSG00000224851	0	0	0	0				
ENSG00000224852	0	0	0	0				
ENSG00000224853	0	0	0	0				
ENSG00000224854	2	0	0	3				
ENSG00000224855	0	0	0	1				
ENSG00000224856	0	1	0	0				
ENSG00000224857	0	0	1	0				
ENSG00000224858	18	17	12	10				
ENSG00000224860	0	0	0	0				
ENSG00000224861	37	31	39	23				
ENSG00000224863	0	0	0	0				
ENSG00000224864	0	0	0	0				
ENSG00000224865	0	0	0	0				
ENSG00000224866	0	0	0	0				
ENSG00000224869	0	0	0	0				
ENSG00000224870	335	319	269	291				
ENSG00000224873	0	0	0	0				
ENSG00000224875	6	0	0	1				
ENSG00000224876	0	0	0	0				
ENSG00000224877	687	705	571	746	8	12	1	5
ENSG00000224879	0	0	0	0				
ENSG00000224880	0	0	0	0				
ENSG00000224881	0	0	0	1				
ENSG00000224883	0	0	0	0				
ENSG00000224884	0	0	0	0				
ENSG00000224885	2	0	3	1				
ENSG00000224886	0	0	0	0				
ENSG00000224887	0	0	0	0				
ENSG00000224888	28	19	8	28				
ENSG00000224891	0	0	0	0				
ENSG00000224892	2	2	0	3				
ENSG00000224893	35	53	34	72				
ENSG00000224895	0	0	0	0				
ENSG00000224896	0	0	0	0				
ENSG00000224897	1	0	0	0				
ENSG00000224899	0	0	0	0				
ENSG00000224901	0	0	0	0				
ENSG00000224902	0	0	0	0	0	0	0	0
ENSG00000224903	2	1	1	6				
ENSG00000224904	0	0	0	0				
ENSG00000224905	4	8	4	1				
ENSG00000224906	0	0	0	0				
ENSG00000224907	0	0	0	0				
ENSG00000224908	0	0	1	0				
ENSG00000224910	0	0	0	0				
ENSG00000224914	224	228	172	221				
ENSG00000224916	0	0	0	0	0	0	0	0
ENSG00000224917	0	0	0	0				
ENSG00000224918	0	0	0	0				
ENSG00000224919	0	0	0	0				
ENSG00000224920	0	0	0	0				
ENSG00000224922	0	0	0	0				
ENSG00000224924	0	0	0	0				
ENSG00000224927	0	0	0	0				
ENSG00000224928	0	0	0	0				
ENSG00000224931	0	0	0	0				
ENSG00000224932	0	0	0	0				
ENSG00000224933	0	0	0	0				
ENSG00000224934	50	49	52	43				
ENSG00000224935	0	0	0	0				
ENSG00000224936	0	0	0	0				
ENSG00000224939	0	1	0	2				
ENSG00000224940	6	0	2	9	0	0	0	0
ENSG00000224942	0	0	0	0				
ENSG00000224943	0	0	0	0				
ENSG00000224944	0	0	0	0				
ENSG00000224945	0	0	0	0				
ENSG00000224946	0	0	0	0				
ENSG00000224947	0	0	0	0				
ENSG00000224948	0	0	0	0				
ENSG00000224949	0	0	0	0				
ENSG00000224950	2	2	4	4				
ENSG00000224953	0	0	0	0				
ENSG00000224955	0	0	0	0				
ENSG00000224957	0	0	0	0				
ENSG00000224958	0	0	0	0				
ENSG00000224959	0	1	4	4				
ENSG00000224960	0	0	0	0	0	5	3	9
ENSG00000224961	0	0	1	0				
ENSG00000224962	0	0	0	0				
ENSG00000224963	0	0	0	0				
ENSG00000224964	0	0	0	0				
ENSG00000224965	1	3	2	0				
ENSG00000224966	0	0	0	0				
ENSG00000224967	0	0	0	0				
ENSG00000224968	0	0	0	0				
ENSG00000224969	1	3	3	3				
ENSG00000224970	0	0	0	0				
ENSG00000224971	0	0	0	0				
ENSG00000224972	0	0	1	0				
ENSG00000224973	0	0	0	0				
ENSG00000224975	10	9	7	11				
ENSG00000224976	0	0	0	0				
ENSG00000224977	0	0	0	0				
ENSG00000224978	0	0	0	0				
ENSG00000224980	0	0	0	0				
ENSG00000224981	0	0	0	0				
ENSG00000224982	0	0	0	0	0	0	0	0
ENSG00000224984	0	0	0	0				
ENSG00000224985	5	5	7	8				
ENSG00000224986	0	0	0	1				
ENSG00000224987	0	0	0	0				
ENSG00000224988	0	0	0	0				
ENSG00000224989	0	0	0	0				
ENSG00000224992	0	0	0	0				
ENSG00000224993	0	4	0	1				
ENSG00000224995	0	0	0	0				
ENSG00000224999	0	0	0	0				
ENSG00000225000	0	0	0	0				
ENSG00000225002	0	0	0	0				
ENSG00000225003	0	0	0	0				
ENSG00000225005	0	0	0	0				
ENSG00000225006	0	0	0	0				
ENSG00000225007	0	0	0	0				
ENSG00000225008	0	0	0	0				
ENSG00000225011	0	0	0	0				
ENSG00000225012	0	0	0	0				
ENSG00000225014	1	0	0	0				
ENSG00000225016	0	0	0	0				
ENSG00000225017	0	0	0	0				
ENSG00000225018	0	0	0	0				
ENSG00000225022	1	5	3	7				
ENSG00000225024	0	0	0	0				
ENSG00000225025	0	0	0	0				
ENSG00000225026	0	0	0	1				
ENSG00000225027	0	0	0	0				
ENSG00000225028	0	0	0	0				
ENSG00000225031	9	7	11	9				
ENSG00000225032	8	3	3	9				
ENSG00000225036	0	0	0	0				
ENSG00000225037	2	0	4	1				
ENSG00000225039	0	0	1	0				
ENSG00000225043	1	0	0	0				
ENSG00000225044	0	0	0	0				
ENSG00000225045	0	0	0	0				
ENSG00000225046	0	0	0	0				
ENSG00000225050	0	0	0	0				
ENSG00000225051	1	0	0	4				
ENSG00000225053	0	0	0	0				
ENSG00000225055	0	0	0	0				
ENSG00000225056	0	0	0	0				
ENSG00000225057	2	2	0	0				
ENSG00000225058	4	8	5	6				
ENSG00000225062	0	0	0	0				
ENSG00000225063	0	0	0	0				
ENSG00000225064	0	0	0	0				
ENSG00000225066	0	0	0	0				
ENSG00000225067	0	2	1	0				
ENSG00000225069	0	0	0	0				
ENSG00000225071	2	3	1	2				
ENSG00000225072	0	0	0	0				
ENSG00000225075	13	3	16	11				
ENSG00000225076	0	0	0	0				
ENSG00000225077	54	64	33	23				
ENSG00000225078	0	0	0	0				
ENSG00000225079	0	0	0	0				
ENSG00000225080	2	2	1	2				
ENSG00000225082	0	0	0	0				
ENSG00000225083	8	4	11	5				
ENSG00000225084	0	0	0	0				
ENSG00000225085	0	0	0	0				
ENSG00000225087	0	0	0	3				
ENSG00000225091	0	0	0	0				
ENSG00000225092	0	0	1	0				
ENSG00000225093	0	0	0	1				
ENSG00000225094	1	1	1	4				
ENSG00000225096	9	11	12	8				
ENSG00000225098	0	0	0	0				
ENSG00000225099	0	0	0	0				
ENSG00000225100	0	0	0	0				
ENSG00000225101	0	0	0	0				
ENSG00000225102	0	0	0	0				
ENSG00000225105	0	0	0	0				
ENSG00000225106	0	0	0	0				
ENSG00000225107	0	0	0	0				
ENSG00000225108	0	0	1	0				
ENSG00000225110	0	0	0	0	0	0	0	0
ENSG00000225111	1	0	0	1				
ENSG00000225112	0	0	0	0				
ENSG00000225113	0	0	0	0				
ENSG00000225116	0	0	0	0				
ENSG00000225117	0	0	0	0				
ENSG00000225118	0	0	0	0				
ENSG00000225121	0	0	0	0				
